"COUNTRY","Country","AGE","Age","INTENSITY","Intensity","SEX","Sex","ISC11_LEVEL","Level of education","ORIENTATION","Category of education","INDICATOR","Indicator ","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHN","China (People's Republic of)","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,56.3,,
"COL","Colombia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,43.6,,
"COL","Colombia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,43.2,,
"COL","Colombia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,44,,
"EST","Estonia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,89.7,,
"EST","Estonia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,90.7,,
"EST","Estonia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,88.6,,
"IND","India","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"IDN","Indonesia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,71.4,,
"IDN","Indonesia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,70.6,,
"IDN","Indonesia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,72.1,,
"ISR","Israel","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,65.5,,
"ISR","Israel","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,67.8,,
"ISR","Israel","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,63.3,,
"LVA","Latvia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,91.9,,
"LVA","Latvia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,92.5,,
"LVA","Latvia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,91.3,,
"RUS","Russia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,83.2,,
"RUS","Russia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,84.8,,
"RUS","Russia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,81.6,,
"SAU","Saudi Arabia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"SAU","Saudi Arabia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,79.4,,
"SAU","Saudi Arabia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,78.2,,
"SVN","Slovenia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,93.2,,
"SVN","Slovenia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,92.5,,
"SVN","Slovenia","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,93.8,,
"ZAF","South Africa","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"x","Data included in another category"
"ZAF","South Africa","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"x","Data included in another category"
"ZAF","South Africa","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","Y0T2_OECD","0 to 2 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","Y0T2_OECD","0 to 2 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","Y0T2_OECD","0 to 2 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"LTU","Lithuania","Y0T2_OECD","0 to 2 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,21.3,,
"LTU","Lithuania","Y0T2_OECD","0 to 2 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,21.1,,
"LTU","Lithuania","Y0T2_OECD","0 to 2 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,21.4,,
"CRI","Costa Rica","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"LTU","Lithuania","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,80.2,,
"LTU","Lithuania","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,80.8,,
"LTU","Lithuania","Y3T4_OECD","3 to 4 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,79.7,,
"CRI","Costa Rica","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,98.7,,
"CRI","Costa Rica","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"LTU","Lithuania","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,98.6,,
"LTU","Lithuania","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,98.8,,
"LTU","Lithuania","Y5T14_OECD","5 to 14 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,98.4,,
"CRI","Costa Rica","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,50.7,,
"CRI","Costa Rica","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,49.7,,
"CRI","Costa Rica","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,31.6,,
"LTU","Lithuania","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","_T","Total","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,93.4,,
"LTU","Lithuania","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","F","Women","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,94.2,,
"LTU","Lithuania","Y15T19_OECD","15 to 19 years","_T","Full- and part-time","M","Men","_T","All ISCED levels","_T","All educational programmes","ENRL_RATE_AGE","Enrolment rate by age","2014","2014","PC","Percentage","0","Units",,,92.7,,
